infilt,Ds,Dsmax,Ws,depth_2,depth_3,expt_1,expt_2,expt_3,Ksat_1,Ksat_2,Ksat_3,init_moist_1,init_moist_2,init_moist_3,bubble_1,bubble_2,bubble_3,quartz_1,quartz_2,quartz_3,bulk_density_1,bulk_density_2,bulk_density_3,Wcr_FRACT_1,Wcr_FRACT_2,Wcr_FRACT_3,Wpwp_FRACT_1,Wpwp_FRACT_2,Wpwp_FRACT_3,resid_moist_1,resid_moist_2,resid_moist_3,rough,snow_rough,annual_prec,avg_T,elev
0.3388471813672694,0.2687537001391515,193.25873128489025,0.3474018373794962,2.694869124574878,1.8565954166183367,10.693603851547085,18.14775990527589,10.368303455612024,539.6226358339918,2078.7784168005096,1994.5347940978609,16.913273658963305,60.15854411808424,148.06808138382658,11.240681605486117,13.335572151906334,9.794335889780148,0.3152184921032868,0.2015175268471675,0.7885583227495986,1428.5636298387494,1585.8787338869413,619.8313734407504,0.1462858442137845,0.6031406086235034,0.5448422150253395,0.0369888648520708,0.5919063713081139,0.3262362549218837,0.1130301744740204,0.0279947213483711,0.1146565783082043,0.00163906844088,0.0222812694737549,924.4144982276484,1.91,1198.0
0.8641052115452413,0.662278893002152,252.94561385949265,0.5238406954599931,1.1532172731118138,1.340305213452789,15.455797086752067,15.115213089351943,17.355598172519343,3637.693244027109,4577.618297698147,3874.484297312699,30.072200479829576,48.23865898531892,107.3515121839377,13.32238746123688,9.452417425296137,13.595774905360962,0.1451305138476618,0.2721720685166973,0.1920326186430561,445.51763554328494,131.14153231437393,1022.7005294437378,0.286609141882593,0.3892995916661993,0.7925844651860042,0.3549995875040067,0.2918328118897275,0.285883036134735,0.0232250088875096,0.0195043242203507,0.0997948214737819,0.0057917214048915,0.0154221699399558,821.3914146577008,1.39,1370.0
0.6537872782392264,0.9079949010955594,151.83286801539873,0.2409364644446891,1.1778412741639794,1.5807100902949631,17.996269014172135,11.091175102502495,18.071110869165885,7890.304747114145,5481.7213267213865,2808.465891265808,31.97797700581917,46.33699632551449,210.69999263729628,12.679207634738583,9.19446670040014,9.330930233293646,0.215684390993872,0.4308463263888776,0.3026729559518304,1871.7367221837208,1849.7620204538052,1334.3870855338416,0.4506188067538558,0.6426902828033404,0.3604920390660965,0.5816019918698474,0.2844125251223064,0.2519573571862845,0.0108102945339567,0.0318689670066939,0.0682406125789202,0.0150996530213952,0.0159020642627723,747.1716173128225,3.02,1260.0
0.4932475832674462,0.8236573583717118,109.9469267105821,0.8707551513604017,1.7322045981892302,1.5302933434041366,13.71205614965059,25.992517020710544,24.85846401298867,1805.3431737979888,7394.08504265619,6479.406198479524,16.00071791295315,55.834953620217625,224.38799724709395,8.937594661661262,10.80761402549362,9.367026268419393,0.7831584837332571,0.6599203448729826,0.5815157112655582,1288.6495171844429,372.0500189430877,584.8258778636124,0.3268325671321265,0.2352280193337334,0.5703357576885287,0.3412057192137127,0.4018318193389807,0.2844543609429975,0.1117629789563458,0.042538190911988,0.1088675441009313,0.0272713757602243,0.0282845467709636,905.9098954705988,1.37,2128.0
0.2906732870475365,0.3279906037283252,197.5757657154021,0.1956309645386746,1.631523220012839,1.7219776124935502,7.946214812829311,27.647123509905832,28.657164165673898,2668.3854916530267,5282.092022952212,900.0472441197542,16.82163785639414,34.01557291349771,57.34766256003558,12.994914875279626,13.014060244941966,12.9879469357069,0.5864533539645784,0.2375643204150439,0.8565621611591888,526.3147073592297,671.4954272931461,1287.505536910953,0.253890418751757,0.7362776434179599,0.4289405011642926,0.5995662042468298,0.0481752076997507,0.0021463483129023,0.0054724722823511,0.0899373374751361,0.0361227697908552,0.0043288048180724,0.0085825263942886,1871.4068103861064,4.06,294.0
0.1988260843969668,0.0376086568911927,108.45907771449234,0.5205755837100807,0.7686207806955311,0.7023362483359437,16.512510261524405,23.167807353490907,27.274656426392674,7600.757000581553,4553.469823457895,5886.226562719667,14.832299908025572,41.86080403310764,214.5517183326624,10.977796975722123,7.229512141566986,12.349324903090924,0.3286072855304831,0.5988246526162677,0.532984814526661,1782.4880490360108,554.8242122401427,416.5940434751957,0.3633059296964406,0.6935074225763849,0.3307832099184952,0.1698406296657604,0.3169011699459955,0.1852286281002093,0.0167897246013138,0.0468368065419787,0.0159066096420579,0.0185780810313453,0.0293085286569767,2353.098794125952,5.6,1187.0
0.6333176198373773,0.6680576940527184,222.37836747555272,0.6185416485352394,2.8893948939244427,1.7272032965263024,25.54392995817372,17.157391389005518,20.739590609960832,8403.893172094758,5890.487129932635,4705.565697212809,32.32704836513052,39.11867005107823,244.5833413962364,9.662219863600797,10.9010290538274,11.002559648225482,0.2645952819767941,0.918421329672104,0.2429525644090933,811.8601284230614,1547.701864899906,653.264994161896,0.6180185083244164,0.2127154811594383,0.1123180704651872,0.3932063732097936,0.3951882681099702,0.5507867510534582,0.0325377626343175,0.0047018321235599,0.0143487653140527,0.0294933310028427,0.0150894969687387,1130.704190407414,5.13,1145.0
0.3004844459182995,0.5186845786674488,3.8221681025747296,0.4823667628735596,2.7342893891004807,0.8396404668560802,11.647799360852552,13.807261911676562,15.70181845859156,6363.958207865774,8961.592514899394,4541.313479239022,28.069921030268592,31.81343872392945,151.03571265954963,10.727970222371424,13.259117734928877,9.446582028172823,0.1922279897184351,0.7746146088299608,0.4584226999919267,1274.6392291516197,1953.3837537825336,125.43591270475616,0.3420643965732785,0.6735671620900255,0.4920593320088638,0.2867641934966675,0.555142284464808,0.5147149931450771,0.0614915247735647,0.0224937306240852,0.0970594494102311,0.0224405291024036,0.0276470063833053,1003.6890931075905,8.77,161.0
0.3676530450223795,0.3335871511498832,255.66845926120104,0.2905631618553544,1.0629415124148258,2.1162842297891897,7.816082294082989,16.081515465712883,26.438107596146324,8770.11808627958,7354.493937744318,955.5337022323532,16.608251410926528,70.99797232700936,148.89539797518262,12.964734328570948,12.301901114475877,11.713999100098128,0.7790262140190867,0.7650000457910381,0.5489726940080533,1651.5748055057277,643.9966897469982,692.4392273849728,0.6722399440500928,0.4558347327075037,0.612898193341124,0.4524282064370472,0.1201364225367544,0.5813746397327028,0.1088659474030398,0.0447678029810163,0.1119063918700915,0.0124903524176085,0.0074691593207319,889.0248006125912,1.47,1436.0
0.4778203642182171,0.4294396634499952,51.36841452947604,0.5094579931034351,0.4095671738225485,1.490566051014878,19.92631862159701,12.935029034967826,16.94114808296782,6592.329642191515,9065.87167253537,3973.590820717731,32.24922788402476,22.261511845207117,130.33556447863052,10.067248922374382,8.99260732180066,11.887827954868374,0.5357664571609775,0.3104952972986657,0.2920046911216684,529.3426667712351,1905.809508940804,1116.3226119146163,0.3756160849171329,0.6304465742450823,0.486489838262814,0.3892168256371743,0.0726651713488264,0.1467002631213513,0.0576227636496396,0.0920381239706551,0.0302619609364536,0.0279105931323581,0.0192521646930038,939.2594073205256,1.54,1254.0
0.1254791547048341,0.3853577615650156,281.24901541480665,0.6735299978656178,0.8626765543355304,2.6500858844135564,17.00205573359904,14.40978978712727,10.063528579726842,7095.512704007395,1274.5668392496734,7371.2185706767295,20.68847906341015,21.061160556222287,60.63535984202976,9.32572248951764,7.603549023568606,8.71356455561475,0.1574437986260479,0.1415031518415627,0.7863974893603191,1003.1334074316086,1780.4640180421914,109.38126554094242,0.3115620362663596,0.6552682437784801,0.7429794698542375,0.4515966786743164,0.2621745797022158,0.0173249406967313,0.0161350366469684,0.0498553131073404,0.1103793548270833,0.01653191315707,0.0033761787357701,869.241893646773,3.25,1031.0
0.3554223133525895,0.4533747485876753,123.36112129652756,0.7454839993336878,2.436798526443698,2.393467015061645,12.930037938735634,17.799045266149946,26.23119555910912,2467.497931060745,9063.342042961109,4386.782984305445,35.94365963909668,42.4806809499815,64.43855406900165,11.705977369807991,7.371380907878623,9.254255671808904,0.1370703444488578,0.5750941282309306,0.3390050952962408,768.5679397679676,658.8479981051205,735.7044628148958,0.6977559480015182,0.6720920592033335,0.4348542837421102,0.5599720788078288,0.4810013443162351,0.4552417758596625,0.0232022347985847,0.0410525349404565,0.1173431053251444,0.0072491788881942,0.0039401286411924,725.6267907908186,2.81,944.0
0.0155918785500963,0.3633066379167449,221.08542152977168,0.5466349855213497,0.2464181731340256,0.7621502606813036,25.11004436822497,23.00839038624169,18.066458109858303,8962.080838199088,3636.98707150342,6791.14298132999,25.44949082372799,49.02316680146858,158.5393635845819,9.829651206989658,12.329083752818278,8.990143186751531,0.2427833809323131,0.6266457234104226,0.639095262305849,1665.1236037914684,1118.509294478731,992.027376677564,0.2820626869809119,0.2405051726105606,0.3490851626290188,0.3379045184423571,0.4441392673872876,0.4359800439702845,0.0077460740931903,0.0844067344907561,0.0877745819575139,0.0188159235149087,0.0063187959462301,1338.213773293421,-0.54,1780.0
0.7285251772086863,0.4263611867132614,272.44096337268985,0.4420032811514137,0.8896554458863327,1.5320143064827518,19.801340837438588,11.017370327213296,22.511249642832027,471.26002270280367,4487.825895178784,6652.588357611475,29.152947433611157,22.6645569350414,183.64623178603696,12.673515934431638,12.35097088372634,10.11560549398501,0.2766457459530271,0.3377411823693657,0.8507787623178631,1458.3814180938014,1165.7016538991595,1882.597767207976,0.5303498842984886,0.5930677064329443,0.6773302341709053,0.3164888620359754,0.5405061729157611,0.2340886791048037,0.0940626226157544,0.0323986319560412,0.0780838118639067,0.0149597944101946,0.0114791986034174,2132.205796711147,4.08,-44.0
0.8086027299065986,0.7140426330610194,262.07309936946245,0.2055932445846152,2.8518158812491867,2.704300203484317,9.47709849325799,13.282071049540734,13.752379598887924,2282.466872317496,3533.2424778979853,2637.1007219049447,25.875381978267864,57.24586626074769,179.67188320079083,9.867485329460411,11.365662437914782,10.29039826873157,0.2553049367202537,0.2823436278196353,0.8734551440195473,757.5182471232649,904.5948374303696,719.8541767196597,0.4311635377927533,0.4379080674755173,0.4422819625349689,0.2505104339702298,0.2479923002266806,0.085046617287782,0.1181102711112963,0.0102250849060791,0.0079438395919283,0.0185956080528903,0.0243933607615532,2216.4187227939256,7.81,531.0
0.5221938100390898,0.2436577684395752,2.024229414015096,0.1897419807142922,0.7917887545650292,1.0354160417455447,28.643240547897165,12.599998418299345,6.90310863934505,3553.2819904770727,7481.893126051618,6036.248957631339,19.32767339793557,45.28377609345471,239.0608569067143,12.722879921178595,11.753236146997589,12.422819358809145,0.379610903541272,0.8290501266696373,0.4209065018657894,672.0146148660469,159.6331970971445,1228.2882699937147,0.3433644521175903,0.3007297954716612,0.2315306055192618,0.2615732142052618,0.1678126155470905,0.591359619200671,0.0312694431951478,0.1188699878813651,0.0648066302369247,0.0065241884141315,0.005250484038494,757.070410187589,6.51,790.0
0.2771833698732001,0.8775608547215298,110.57801888951876,0.2244060214036785,1.040830010571908,1.3646096590688337,16.965707627139444,16.788381842051567,28.62519089648771,1615.6292911708206,4675.9856419169655,2962.979163067452,13.07365807050432,69.78052411379431,220.41286202104183,9.153178054026627,11.225029058490138,12.93427081871734,0.6739151934341993,0.9174200020364864,0.5291219762960723,634.8099622080546,595.0864573117341,1498.8665749603306,0.5432629860655529,0.3041664022161845,0.474020228685836,0.1886342694568069,0.255724353898013,0.4579907179028863,0.0345202025278464,0.001616232816303,0.0970282872636895,0.0097230458801826,0.0256159032138257,1529.4593007977528,9.58,69.0
0.2640797322945658,0.3206037180266141,28.473501880301274,0.9579282984992142,0.4666637360840305,2.6723332475675896,19.738681445729725,18.641180279541143,25.17489955027763,5852.286235946867,7238.515075983716,1461.589491024166,8.630216642816029,67.23696532937466,83.70175054596827,9.731984309012727,11.458433179013914,12.768195107240317,0.3349128843153502,0.807745252360164,0.2456228297147214,424.7127579288088,1137.0356657163954,1559.3470256724534,0.4055423799655467,0.1911732668822901,0.5562111373500468,0.0472799287839605,0.1623239475443366,0.0624090023918165,0.022790433070698,0.0241329109890361,0.1036955433359724,0.0174737389097676,0.0013388087750375,1834.6367315867972,11.55,75.0
0.731798210381201,0.3819512990581372,151.92908089778905,0.1744803806782707,1.5605517235155295,2.5867342306016257,20.60990948072644,24.726693894016503,9.217982118844466,4909.622394107707,8974.371478177476,2576.42330765237,17.1364851787108,18.833854405404097,139.7916949453744,12.973304374177433,10.775161202871846,9.656804221519256,0.3959223434786247,0.8762570545535388,0.7562707565247371,1721.890144610696,1266.9318221708754,448.72835583677625,0.5650585107720502,0.1552562767641716,0.1301587438640248,0.5107147761963952,0.3689564330236041,0.5961855743720781,0.022282393003942,0.0979879981715324,0.07359528913238,0.0148245449527065,0.0208182294687132,900.0319067523815,1.85,1146.0
0.5035457740014213,0.4331887272834667,237.7968048307618,0.8934001410251569,0.8841721884852801,2.0120543228301,23.13418994187706,17.255474610239123,11.422539374190189,4749.90510308529,2665.9477552267604,8970.815869744798,26.721070198038984,61.98953021496851,196.0742014713964,7.777536641046985,7.556221958902491,12.040925483774394,0.1502561402431092,0.6090426957454129,0.5859139352896248,1616.6727631185684,738.3964941042775,823.2402548298561,0.3307974707553847,0.6707865254044618,0.3782993881615566,0.220621080911033,0.4275146936196263,0.5192518578702987,0.0524635080579677,0.0092491353810677,0.0734396283117118,0.0058870973703988,0.0049339505203632,1018.5939985681324,2.22,1094.0
